year,data_year,list,rank,company,status,prior_year_closings,prior_year_gross_revenue,prior_year_rank,firm_url
2022,2021,next100,121,Chesapeake Homes,,433,$128,146,https://www.builderonline.com/firms/chesapeake-homes
2022,2021,next100,122,Carefree Homes,,429,$124,128,https://www.builderonline.com/firms/carefree-homes
2022,2021,next100,123,Van Daele Homes,,427,$257,123,https://www.builderonline.com/firms/van-daele-homes
2022,2021,next100,124,Grand Homes,,424,$280,121,https://www.builderonline.com/firms/grand-homes
2022,2021,next100,125,CC Homes,,418,$186,164,https://www.builderonline.com/firms/cc-homes_o
2022,2021,next100,126,Trumark Cos.,,417,$501,N/A,https://www.builderonline.com/firms/trumark-cos
2022,2021,next100,127,William Ryan Homes,,415,$191,131,https://www.builderonline.com/firms/william-ryan-homes
2022,2021,next100,128,Bill Beazley Homes,,401,$103,N/A,https://www.builderonline.com/firms/bill-beazley-homes
2022,2021,next100,129,Williams Homes,,400,$272,160,https://www.builderonline.com/firms/williams-homes
2022,2021,next100,130,Newmark Homes,,395,$197,125,https://www.builderonline.com/firms/newmark-homes
2022,2021,next100,131,Smithbilt Homes,,392,$56,N/A,https://www.builderonline.com/firms/smithbilt-homes
2022,2021,next100,132,Berks Homes,,390,$134,142,https://www.builderonline.com/firms/berks-homes
2022,2021,next100,133,Viera Builders,,387,$192,130,https://www.builderonline.com/firms/viera-builders
2022,2021,next100,134,Flagship Homes,,385,$295,145,https://www.builderonline.com/firms/flagship-homes_o
2022,2021,next100,135,Regent Homes,,384,$162,142,https://www.builderonline.com/firms/regent-homes
2022,2021,next100,136,Keystone Custom Homes,,380,$198,135,https://www.builderonline.com/firms/keystone-custom-homes
2022,2021,next100,136,Landon Homes,,380,$225,124,https://www.builderonline.com/firms/landon-homes
2022,2021,next100,138,Lokal Homes,,366,$158,138,https://www.builderonline.com/firms/lokal-homes
2022,2021,next100,139,Windsor Homes,,365,$84,154,https://www.builderonline.com/firms/windsor-homes
2022,2021,next100,140,A. Sydes Construction,,364,$103,135,https://www.builderonline.com/firms/a-sydes-construction
2022,2021,next100,141,City Ventures,,357,$278,114,https://www.builderonline.com/firms/city-ventures
2022,2021,next100,142,Valor Communities,,356,$112,152,https://www.builderonline.com/firms/valor-communities_o
2022,2021,next100,143,Main Street Homes,,355,$163,N/A,https://www.builderonline.com/firms/main-street-homes
2022,2021,next100,143,McKee Homes,,355,$120,151,https://www.builderonline.com/firms/mckee-homes
2022,2021,next100,145,Regency Homebuilders,,350,$132,N/A,https://www.builderonline.com/firms/regency-homebuilders
2022,2021,next100,146,Devon Street Homes,,348,$102,165,https://www.builderonline.com/firms/devon-street-homes
2022,2021,next100,147,2022 Van Metre Cos.,,346,$278,104,https://www.builderonline.com/builder-100-listing/2022-van-metre-cos/
2022,2021,next100,147,New Tradition Homes,,346,$170,190,https://www.builderonline.com/firms/new-tradition-homes_1
2022,2021,next100,149,Hubbell Homes,,342,$202,N/A,https://www.builderonline.com/firms/hubbell-homes
2022,2021,next100,150,Esperanza Homes,,341,$84,175,https://www.builderonline.com/firms/esperanza-homes_o
2022,2021,next100,151,Traditions of America,,337,$171,N/A,https://www.builderonline.com/firms/traditions-of-america
2022,2021,next100,152,Geonerco Group,,335,$227,158,https://www.builderonline.com/firms/geonerco-group_o
2022,2021,next100,153,Edwards Homes,,333,$71,156,https://www.builderonline.com/firms/edwards-homes
2022,2021,next100,154,Manuel Builders,,326,$78,171,https://www.builderonline.com/firms/manuel-builders
2022,2021,next100,155,Sitterle Homes,,323,$185,N/A,https://www.builderonline.com/firms/sitterle-homes
2022,2021,next100,155,Caruso Homes,,323,$248,N/A,https://www.builderonline.com/firms/caruso-homes
2022,2021,next100,157,Discovery Homes,,316,$248,101,https://www.builderonline.com/firms/discovery-homes_o
2022,2021,next100,158,Cornerstone Communities,,306,$206,141,https://www.builderonline.com/firms/cornerstone-communities
2022,2021,next100,159,AR Homes,,300,$0,140,https://www.builderonline.com/firms/ar-homes
2022,2021,next100,160,Bonadelle Neighborhoods,,293,$98,178,https://www.builderonline.com/firms/bonadelle-neighborhoods
2022,2021,next100,161,Fieldstone Homes,,289,$125,162,https://www.builderonline.com/firms/fieldstone-homes
2022,2021,next100,162,SeaGate Homes,,279,$80,174,https://www.builderonline.com/firms/seagate-homes
2022,2021,next100,162,Simmons Homes,,279,$76,159,https://www.builderonline.com/firms/simmons-homes
2022,2021,next100,164,Kartchner Homes,,266,$121,180,https://www.builderonline.com/firms/kartchner-homes_o
2022,2021,next100,165,Angle Homes,,263,$77,N/A,https://www.builderonline.com/firms/angle-homes_o
2022,2021,next100,166,Greenland Homes,,261,$77,165,https://www.builderonline.com/firms/greenland-homes
2022,2021,next100,167,Silverstone Communities,,260,$77,N/A,https://www.builderonline.com/firms/silverstone-communities_o
2022,2021,next100,168,Stock Development,,258,$543,167,https://www.builderonline.com/firms/stock-development
2022,2021,next100,169,Ivey Residential,,256,$106,191,https://www.builderonline.com/firms/ivey-residential
2022,2021,next100,170,Palo Verde Homes,,250,$58,182,https://www.builderonline.com/firms/palo-verde-homes
2022,2021,next100,170,Creative Homes,,250,$131,N/A,https://www.builderonline.com/firms/creative-homes_1
2022,2021,next100,172,StyleCraft Homes,,245,$80,193,https://www.builderonline.com/firms/stylecraft-homes
2022,2021,next100,173,Pacific Communities Builder,,243,$171,N/A,https://www.builderonline.com/firms/pacific-communities-builder
2022,2021,next100,174,Sandlin Homes,,241,$91,172,https://www.builderonline.com/firms/sandlin-homes_o
2022,2021,next100,175,Tropicana Homes,,240,$68,133,https://www.builderonline.com/firms/tropicana-homes
2022,2021,next100,176,Our Country Homes,,238,$165,N/A,https://www.builderonline.com/firms/our-country-homes_o
2022,2021,next100,177,KRM Development,,237,$88,N/A,https://www.builderonline.com/firms/krm-development_o
2022,2021,next100,178,MJC Cos.,,236,$126,N/A,https://www.builderonline.com/firms/mjc-cos
2022,2021,next100,179,Evergreene Homes,,232,$207,N/A,https://www.builderonline.com/firms/evergreene-homes
2022,2021,next100,179,Marrano Homes/Marc Equity Corp.,,232,$111,197,https://www.builderonline.com/firms/marrano-homes-marc-equity-corp
2022,2021,next100,181,Miller and Smith,,227,$133,153,https://www.builderonline.com/firms/miller-and-smith
2022,2021,next100,181,Stonehollow Homes,,227,$82,173,https://www.builderonline.com/firms/stonehollow-homes_o
2022,2021,next100,181,GFO Home,,227,$129,N/A,https://www.builderonline.com/firms/gfo-home_o
2022,2021,next100,184,Hunter Quinn Homes,,223,$52,195,https://www.builderonline.com/firms/hunter-quinn-homes_o
2022,2021,next100,185,Encore Capital Management,,222,$154,N/A,https://www.builderonline.com/firms/encore-capital-management
2022,2021,next100,186,Newcastle Construction,,220,$86,182,https://www.builderonline.com/firms/newcastle-construction
2022,2021,next100,186,Level Homes,,220,$87,189,https://www.builderonline.com/firms/level-homes
2022,2021,next100,188,Liberty Home Builders,,218,$74,181,https://www.builderonline.com/firms/liberty-home-builders_o
2022,2021,next100,189,Ence Homes,,215,$112,178,https://www.builderonline.com/firms/ence-homes
2022,2021,next100,190,Pyatt Builders,,213,$69,N/A,https://www.builderonline.com/firms/pyatt-builders_o
2022,2021,next100,191,Lowder New Homes,,211,$74,196,https://www.builderonline.com/firms/lowder-new-homes
2022,2021,next100,192,Robert Thomas Homes,,205,$140,185,https://www.builderonline.com/firms/robert-thomas-homes_o
2022,2021,next100,193,Florsheim Homes,,203,$99,188,https://www.builderonline.com/firms/florsheim-homes_o
2022,2021,next100,194,The Olson Co.,,200,$140,N/A,https://www.builderonline.com/firms/the-olson-co
2022,2021,next100,195,Insight Homes,,199,$86,170,https://www.builderonline.com/firms/insight-homes
2022,2021,next100,196,Morgan Taylor Homes,,196,$68,N/A,https://www.builderonline.com/firms/morgan-taylor-homes_o
2022,2021,next100,197,Ward Communities,,194,$82,N/A,https://www.builderonline.com/firms/ward-communities_o
2022,2021,next100,198,Kendall Homes,,189,$59,N/A,https://www.builderonline.com/firms/kendall-homes
2022,2021,next100,198,Twilight Homes,,189,$64,N/A,https://www.builderonline.com/firms/twilight-homes_o
2022,2021,next100,200,McKee Builders,,183,$83,N/A,https://www.builderonline.com/firms/mckee-builders_o
2023,2022,top100,1,D.R. Horton,p,"82,930","$32,668",1,https://www.builderonline.com/firms/dr-horton
2023,2022,top100,2,Lennar Corp.,p,"68,817","$31,779",2,https://www.builderonline.com/firms/lennar-corp
2023,2022,top100,3,PulteGroup,p,"29,111","$15,774",3,https://www.builderonline.com/firms/pultegroup
2023,2022,top100,4,NVR,p,"22,732","$10,326",4,https://www.builderonline.com/firms/nvr
2023,2022,top100,5,Meritage Homes Corp.,p,"14,106","$6,207",7,https://www.builderonline.com/firms/meritage-homes-corp
2023,2022,top100,6,2023 KB Home,p,"13,738","$6,880",6,https://www.builderonline.com/builder-100-listing/2023-kb-home/
2023,2022,top100,7,Taylor Morrison,p,"12,647","$7,889",5,https://www.builderonline.com/firms/taylor-morrison
2023,2022,top100,8,Clayton Properties Group,,"11,751","$4,778",8,https://www.builderonline.com/firms/clayton-properties-group
2023,2022,top100,9,Century Communities,p,"10,594","$4,393",9,https://www.builderonline.com/firms/century-communities
2023,2022,top100,10,Toll Brothers,p,"10,515","$9,711",11,https://www.builderonline.com/firms/toll-brothers
2023,2022,top100,11,M.D.C. Holdings,p,"9,710","$5,586",12,https://www.builderonline.com/firms/mdc-holdings
2023,2022,top100,12,Ashton Woods Homes,,"8,591","$3,519",14,https://www.builderonline.com/firms/ashton-woods-homes
2023,2022,top100,13,2023 M/I Homes,p,"8,366","$4,010",13,https://www.builderonline.com/builder-100-listing/2023-m-i-homes/
2023,2022,top100,14,Dream Finders Homes,p,"6,878","$3,334",17,https://www.builderonline.com/firms/dream-finders-homes
2023,2022,top100,15,LGI Homes,p,"6,621","$2,333",10,https://www.builderonline.com/firms/lgi-homes
2023,2022,top100,16,Hovnanian Enterprises,p,"6,090","$3,184",15,https://www.builderonline.com/firms/hovnanian-enterprises
2023,2022,top100,17,Tri Pointe Homes,p,"6,063","$4,299",16,https://www.builderonline.com/firms/tri-pointe-homes
2023,2022,top100,18,2023 David Weekley Homes,,"5,270","$3,002",18,https://www.builderonline.com/builder-100-listing/2023-david-weekley-homes/
2023,2022,top100,19,Beazer Homes,p,"4,756","$2,316",19,https://www.builderonline.com/firms/beazer-homes-usa
2023,2022,top100,20,Stanley Martin Homes,,"4,426","$2,016",24,https://www.builderonline.com/firms/stanley-martin-homes
2023,2022,top100,21,DRB Group,,"4,282","$1,850",21,https://www.builderonline.com/firms/drb-group
2023,2022,top100,22,Rausch Coleman Homes,,"4,103",$960,22,https://www.builderonline.com/firms/rausch-coleman-homes
2023,2022,top100,23,Mattamy Homes,,"3,965","$1,941",20,https://www.builderonline.com/firms/mattamy-homes
2023,2022,top100,24,Highland Homes,,"3,700","$2,170",25,https://www.builderonline.com/firms/highland-homes
2023,2022,top100,25,Perry Homes,,"3,693","$2,195",26,https://www.builderonline.com/firms/perry-homes
2023,2022,top100,26,The Villages of Lake Sumter,,"3,606","$1,551",23,https://www.builderonline.com/firms/the-villages-of-lake-sumter
2023,2022,top100,27,Shea Homes,,"3,428","$2,980",32,https://www.builderonline.com/firms/shea-homes
2023,2022,top100,28,Habitat for Humanity International,,"3,421",$479,27,https://www.builderonline.com/firms/habitat-for-humanity-international
2023,2022,top100,29,Adams Homes,,"3,135","$1,050",30,https://www.builderonline.com/firms/adams-homes
2023,2022,top100,30,Fischer Homes,,"3,105","$1,435",31,https://www.builderonline.com/firms/fischer-homes
2023,2022,top100,31,DSLD Homes,,"3,088",$843,28,https://www.builderonline.com/firms/dsld-homes
2023,2022,top100,32,Green Brick Partners,p,"2,916","$1,704",33,https://www.builderonline.com/firms/green-brick-partners
2023,2022,top100,33,Maronda Homes,,"2,755","$1,015",35,https://www.builderonline.com/firms/maronda-homes
2023,2022,top100,34,Brightland Homes,,"2,639","$1,318",29,https://www.builderonline.com/firms/brightland-homes_o
2023,2022,top100,35,Landsea Homes,p,"2,527","$1,446",47,https://www.builderonline.com/firms/landsea-homes_o
2023,2022,top100,36,Drees Homes,,"2,364","$1,688",36,https://www.builderonline.com/firms/drees-homes
2023,2022,top100,37,Woodside Homes,,"2,269","$1,368",34,https://www.builderonline.com/firms/woodside-homes
2023,2022,top100,38,Smith Douglas Homes,,"2,200",$755,43,https://www.builderonline.com/firms/smith-douglas-homes
2023,2022,top100,39,AMH,p,"2,183",$0,41,https://www.builderonline.com/firms/amh_o
2023,2022,top100,40,Bloomfield Homes,,"2,118","$1,060",38,https://www.builderonline.com/firms/bloomfield-homes
2023,2022,top100,41,True Homes,,"2,044",$784,41,https://www.builderonline.com/firms/true-homes
2023,2022,top100,42,Legend Homes,,"2,017",$837,39,https://www.builderonline.com/firms/legend-homes_o
2023,2022,top100,43,GL Homes,,"1,795","$1,564",44,https://www.builderonline.com/firms/gl-homes
2023,2022,top100,44,Chesmar Homes,,"1,779",$798,40,https://www.builderonline.com/firms/chesmar-homes
2023,2022,top100,45,Minto Communities,,"1,762",$822,55,https://www.builderonline.com/firms/minto-communities
2023,2022,top100,46,Betenbough Homes,,"1,671",$447,46,https://www.builderonline.com/firms/betenbough-homes
2023,2022,top100,47,BBL Building Co.,,"1,665",$228,119,https://www.builderonline.com/firms/bbl-building-co_o
2023,2022,top100,48,Great Southern Homes,,"1,605",$477,45,https://www.builderonline.com/firms/great-southern-homes
2023,2022,top100,49,Holiday Builders,,"1,601",$515,48,https://www.builderonline.com/firms/holiday-builders
2023,2022,top100,50,Epcon Communities,,"1,500",$769,56,https://www.builderonline.com/firms/epcon-communities
2023,2022,top100,51,The Challenger Group,,"1,486",$560,86,https://www.builderonline.com/firms/the-challenger-group
2023,2022,top100,52,Brookfield Residential Properties,,"1,472","$1,042",37,https://www.builderonline.com/firms/brookfield-residential-properties
2023,2022,top100,53,Hayden Homes,,"1,433",$673,54,https://www.builderonline.com/firms/hayden-homes
2023,2022,top100,54,Eastwood Homes,,"1,348",$605,52,https://www.builderonline.com/firms/eastwood-homes
2023,2022,top100,55,CBH Homes,,"1,292",$593,53,https://www.builderonline.com/firms/cbh-homes
2023,2022,top100,56,Edge Homes,,"1,280",$693,50,https://www.builderonline.com/firms/edge-homes
2023,2022,top100,57,HistoryMaker Homes,,"1,257",$486,59,https://www.builderonline.com/firms/historymaker-homes
2023,2022,top100,58,The Kolter Group,,"1,227",$851,57,https://www.builderonline.com/firms/kolter-residential
2023,2022,top100,59,First Texas Homes,,"1,196",$685,61,https://www.builderonline.com/firms/first-texas-homes
2023,2022,top100,60,View Homes,,"1,138",$440,51,https://www.builderonline.com/firms/view-homes
2023,2022,top100,61,Castlerock Communities,,"1,136",$479,49,https://www.builderonline.com/firms/castlerock-communities
2023,2022,top100,62,Ivory Homes,,"1,103",$779,58,https://www.builderonline.com/firms/ivory-homes
2023,2022,top100,63,Stylecraft Builders,,"1,042",$20,62,https://www.builderonline.com/firms/stylecraft-builders
2023,2022,top100,64,Long Lake Ltd.,,"1,014",$401,60,https://www.builderonline.com/firms/long-lake-limited
2023,2022,top100,65,Homes by Westbay,,991,$564,65,https://www.builderonline.com/firms/homes-by-westbay
2023,2022,top100,66,Davidson Homes,,989,$438,64,https://www.builderonline.com/firms/davidson-homes_o
2023,2022,top100,67,Neal Communities,,950,$568,63,https://www.builderonline.com/firms/neal-communities
2023,2022,top100,68,Stone Martin Builders,,912,$388,69,https://www.builderonline.com/firms/stone-martin-builders
2023,2022,top100,69,McBride & Son Cos.,,893,$356,68,https://www.builderonline.com/firms/mcbride-son-cos
2023,2022,top100,70,Robson Resort Communities,,891,$526,80,https://www.builderonline.com/firms/robson-resort-communities
2023,2022,top100,71,Homes by Taber,,867,$325,74,https://www.builderonline.com/firms/homes-by-taber
2023,2022,top100,72,Milestone Community Builders,,859,$528,102,https://www.builderonline.com/firms/milestone-community-builders
2023,2022,top100,73,American Legend Homes,,849,$660,70,https://www.builderonline.com/firms/american-legend-homes
2023,2022,top100,73,ICI Homes,,849,$595,93,https://www.builderonline.com/firms/ici-homes
2023,2022,top100,75,Visionary Homes,,804,$377,91,https://www.builderonline.com/firms/visionary-homes_o
2023,2022,top100,76,Lombardo Homes,,800,$500,95,https://www.builderonline.com/firms/lombardo-homes
2023,2022,top100,77,Fulton Homes,,796,$406,81,https://www.builderonline.com/firms/fulton-homes
2023,2022,top100,78,Rocklyn Homes,,794,$49,75,https://www.builderonline.com/firms/rocklyn-homes
2023,2022,top100,79,Pacesetter Homes,,793,$462,76,https://www.builderonline.com/firms/pacesetter-homes
2023,2022,top100,80,Eastbrook Homes,,791,$148,113,https://www.builderonline.com/firms/eastbrook-homes
2023,2022,top100,81,New Home Co.,,790,$603,97,https://www.builderonline.com/firms/new-home-co
2023,2022,top100,82,Allen Edwin Homes,,781,$272,72,https://www.builderonline.com/firms/allen-edwin-homes
2023,2022,top100,83,Saratoga Homes,,764,$247,106,https://www.builderonline.com/firms/saratoga-homes
2023,2022,top100,84,Westin Homes,,719,$440,79,https://www.builderonline.com/firms/westin-homes
2023,2022,top100,85,Hakes Brothers,,706,$253,83,https://www.builderonline.com/firms/hakes-brothers
2023,2022,top100,86,On Top of the World,,697,$256,115,https://www.builderonline.com/firms/on-top-of-the-world
2023,2022,top100,87,Holt Homes,,685,$378,85,https://www.builderonline.com/firms/holt-homes
2023,2022,top100,88,Schuber Mitchell Homes,,658,$180,88,https://www.builderonline.com/firms/schuber-mitchell-homes_o
2023,2022,top100,89,"First America Homes, a Signorelli Company",,653,$189,109,https://www.builderonline.com/firms/first-america-homes-a-signorelli-company_o
2023,2022,top100,90,Ole South Properties,,642,$245,66,https://www.builderonline.com/firms/ole-south-properties
2023,2022,top100,91,Park Square Homes,,630,$267,82,https://www.builderonline.com/firms/park-square-homes
2023,2022,top100,92,Hubble Homes,,624,$294,89,https://www.builderonline.com/firms/hubble-homes
2023,2022,top100,93,Elite Properties of America,,620,$419,87,https://www.builderonline.com/firms/elite-properties-of-america
2023,2022,top100,94,San Joaquin Valley Homes,,618,$250,118,https://www.builderonline.com/firms/san-joaquin-valley-homes_o
2023,2022,top100,95,Impression Homes,,606,$252,73,https://www.builderonline.com/firms/impression-homes
2023,2022,top100,96,Riverside Homebuilders,,600,$258,78,https://www.builderonline.com/firms/riverside-homebuilders_o
2023,2022,top100,97,Schell Brothers,,591,$472,N/A,https://www.builderonline.com/firms/schell-brothers
2023,2022,top100,98,Olthof Homes,,583,$217,N/A,https://www.builderonline.com/firms/olthof-homes
2023,2022,top100,99,HHHunt Corp.,,575,$273,95,https://www.builderonline.com/firms/hhhunt-corp_1
2023,2022,top100,100,Touchstone Living,,574,$199,N/A,https://www.builderonline.com/firms/touchstone-living_o
2023,2022,next100,101,Ideal Homes,,542,$171,107,https://www.builderonline.com/firms/ideal-homes
2023,2022,next100,102,Altura Homes,,538,$159,N/A,https://www.builderonline.com/firms/altura-homes_o
2023,2022,next100,102,CC Homes,,538,$375,125,https://www.builderonline.com/firms/cc-homes_o
2023,2022,next100,104,Anglia Homes,,532,$179,111,https://www.builderonline.com/firms/anglia-homes
2023,2022,next100,105,Grand Homes,,525,$435,124,https://www.builderonline.com/firms/grand-homes
2023,2022,next100,106,Keystone Custom Homes,,523,$332,136,https://www.builderonline.com/firms/keystone-custom-homes
2023,2022,next100,107,Colina Homes,,513,$151,101,https://www.builderonline.com/firms/colina-homes
2023,2022,next100,108,Truland Homes,,512,$244,112,https://www.builderonline.com/firms/truland-homes
2023,2022,next100,109,Liberty Communities,,508,$173,77,https://www.builderonline.com/firms/liberty-communities_o
2023,2022,next100,110,Home Creations,,495,$134,103,https://www.builderonline.com/firms/home-creations
2023,2022,next100,111,Caviness and Cates Communities,,484,$284,98,https://www.builderonline.com/firms/caviness-and-cates-communities
2023,2022,next100,112,Main Street Homes,,464,$250,143,https://www.builderonline.com/firms/main-street-homes
2023,2022,next100,113,2023 Van Metre Cos.,,457,$408,147,https://www.builderonline.com/builder-100-listing/2023-van-metre-cos/
2023,2022,next100,114,SK Builders,,455,$143,105,https://www.builderonline.com/firms/sk-builders
2023,2022,next100,114,Christopher Alan Homes,,455,$142,108,https://www.builderonline.com/firms/christopher-alan-homes_o
2023,2022,next100,116,Newmark Homes,,449,$298,130,https://www.builderonline.com/firms/newmark-homes
2023,2022,next100,116,Flagship Homes,,449,$195,134,https://www.builderonline.com/firms/flagship-homes_o
2023,2022,next100,118,Trumark Cos.,,448,$419,126,https://www.builderonline.com/firms/trumark-cos
2023,2022,next100,119,Regent Homes,,441,$206,135,https://www.builderonline.com/firms/regent-homes
2023,2022,next100,120,Elliott Homes,,437,$286,116,https://www.builderonline.com/firms/elliott-homes
2023,2022,next100,121,John Houston Custom Homes,,428,$199,99,https://www.builderonline.com/firms/john-houston-custom-homes_o
2023,2022,next100,122,Edwards Homes,,423,$103,153,https://www.builderonline.com/firms/edwards-homes
2023,2022,next100,123,American Southern Homes,,418,$216,92,https://www.builderonline.com/firms/american-southern-homes_o
2023,2022,next100,124,John Mourier Construction,,414,$307,120,https://www.builderonline.com/firms/john-mourier-construction
2023,2022,next100,124,Esperanza Homes,,414,$104,150,https://www.builderonline.com/firms/esperanza-homes_o
2023,2022,next100,126,Landon Homes,,412,$318,136,https://www.builderonline.com/firms/landon-homes
2023,2022,next100,127,Shaddock Homes,,410,$289,N/A,https://www.builderonline.com/firms/shaddock-homes
2023,2022,next100,128,Berks Homes,,399,$158,132,https://www.builderonline.com/firms/berks-homes
2023,2022,next100,129,Capstone Homes,,397,$173,N/A,https://www.builderonline.com/firms/capstone-homes
2023,2022,next100,130,Chesapeake Homes,,390,$190,121,https://www.builderonline.com/firms/chesapeake-homes
2023,2022,next100,131,Southern Homes of Polk County,,389,$140,N/A,https://www.builderonline.com/firms/southern-homes-of-polk-county
2023,2022,next100,132,Williams Homes,,388,$252,129,https://www.builderonline.com/firms/williams-homes
2023,2022,next100,132,Traditions of America,,388,$226,151,https://www.builderonline.com/firms/traditions-of-america
2023,2022,next100,134,Viera Builders,,379,$203,133,https://www.builderonline.com/firms/viera-builders
2023,2022,next100,135,Manuel Builders,,377,$103,154,https://www.builderonline.com/firms/manuel-builders
2023,2022,next100,136,Granite Ridge Builders,,373,$154,N/A,https://www.builderonline.com/firms/granite-ridge-builders
2023,2022,next100,137,Sitterle Homes,,372,$210,155,https://www.builderonline.com/firms/sitterle-homes
2023,2022,next100,138,Lokal Homes,,370,$170,138,https://www.builderonline.com/firms/lokal-homes
2023,2022,next100,139,Hubbell Homes,,367,$163,149,https://www.builderonline.com/firms/hubbell-homes
2023,2022,next100,140,Caruso Homes,,365,$259,155,https://www.builderonline.com/firms/caruso-homes
2023,2022,next100,141,A. Sydes Construction,,359,$128,140,https://www.builderonline.com/firms/a-sydes-construction
2023,2022,next100,142,Bill Beazley Homes,,358,$106,128,https://www.builderonline.com/firms/bill-beazley-homes
2023,2022,next100,143,Rockhaven Homes,,352,$132,N/A,https://www.builderonline.com/firms/rockhaven-homes_o
2023,2022,next100,144,Hartford Homes,,348,$154,N/A,https://www.builderonline.com/firms/hartford-homes_o
2023,2022,next100,145,Windsor Homes,,346,$121,139,https://www.builderonline.com/firms/windsor-homes
2023,2022,next100,146,The Jones Co. of Tennessee/Consort Homes,,344,$226,114,https://www.builderonline.com/firms/the-jones-co-of-tennessee-consort-homes
2023,2022,next100,147,Prominence Homes,,336,$102,N/A,https://www.builderonline.com/firms/prominence-homes_o
2023,2022,next100,148,Homes by Towne,,330,$180,N/A,https://www.builderonline.com/firms/homes-by-towne
2023,2022,next100,149,Piedmont Residential,,327,$113,N/A,https://www.builderonline.com/firms/piedmont-residential_o
2023,2022,next100,150,Devon Street Homes,,324,$107,146,https://www.builderonline.com/firms/devon-street-homes
2023,2022,next100,151,Shaw Homes,,320,$105,N/A,https://www.builderonline.com/firms/shaw-homes
2023,2022,next100,152,Valor Communities,,319,$110,142,https://www.builderonline.com/firms/valor-communities_o
2023,2022,next100,153,McKee Homes,,316,$127,143,https://www.builderonline.com/firms/mckee-homes
2023,2022,next100,153,Angle Homes,,316,$106,165,https://www.builderonline.com/firms/angle-homes_o
2023,2022,next100,155,Baessler Homes,,311,$112,N/A,https://www.builderonline.com/firms/baessler-homes_o
2023,2022,next100,156,"McGuinn Homes, Inc.",,309,$66,N/A,https://www.builderonline.com/firms/mcguinn-homes-inc
2023,2022,next100,157,New Tradition Homes,,306,$187,147,https://www.builderonline.com/firms/new-tradition-homes_1
2023,2022,next100,158,Landmark 24 Homes,,305,$114,N/A,https://www.builderonline.com/firms/landmark-24-homes_o
2023,2022,next100,159,Partners in Building,,298,$380,N/A,https://www.builderonline.com/firms/partners-in-building
2023,2022,next100,160,Regency Homebuilders,,296,$124,145,https://www.builderonline.com/firms/regency-homebuilders
2023,2022,next100,161,Simmons Homes,,290,$90,162,https://www.builderonline.com/firms/simmons-homes
2023,2022,next100,161,AR Homes,,290,$297,159,https://www.builderonline.com/firms/ar-homes
2023,2022,next100,163,Keystone Construction LLC,,288,$137,N/A,https://www.builderonline.com/firms/keystone-construction-llc_o
2023,2022,next100,164,Jerry’s Homes,,286,$97,N/A,https://www.builderonline.com/firms/jerrys-homes
2023,2022,next100,165,Pyatt Builders,,283,$106,190,https://www.builderonline.com/firms/pyatt-builders_o
2023,2022,next100,166,Stock Development,,273,$605,168,https://www.builderonline.com/firms/stock-development
2023,2022,next100,167,Homes By Dickerson,,271,$197,N/A,https://www.builderonline.com/firms/homes-by-dickerson
2023,2022,next100,168,Evergreene Homes,,265,$247,179,https://www.builderonline.com/firms/evergreene-homes
2023,2022,next100,169,Pratt Home Builders,,264,$130,N/A,https://www.builderonline.com/firms/pratt-home-builders
2023,2022,next100,170,Kartchner Homes,,258,$156,164,https://www.builderonline.com/firms/kartchner-homes_o
2023,2022,next100,171,Beechwood Homes,,255,$275,N/A,https://www.builderonline.com/firms/beechwood-homes
2023,2022,next100,172,Palo Verde Homes,,250,$66,170,https://www.builderonline.com/firms/palo-verde-homes
2023,2022,next100,173,SeaGate Homes,,245,$72,162,https://www.builderonline.com/firms/seagate-homes
2023,2022,next100,174,MJC Cos.,,242,$121,178,https://www.builderonline.com/firms/mjc-cos
2023,2022,next100,175,Frontier Communities,,240,$119,N/A,https://www.builderonline.com/firms/frontier-communities
2023,2022,next100,176,Greenland Homes,,237,$78,166,https://www.builderonline.com/firms/greenland-homes
2023,2022,next100,177,Fieldstone Homes,,232,$130,161,https://www.builderonline.com/firms/fieldstone-homes
2023,2022,next100,177,Medallion Home,,232,$271,N/A,https://www.builderonline.com/firms/medallion-home
2023,2022,next100,179,Silverstone Communities,,230,$83,167,https://www.builderonline.com/firms/silverstone-communities_o
2023,2022,next100,180,Cardel Homes,,226,$142,N/A,https://www.builderonline.com/firms/cardel-homes
2023,2022,next100,181,Grand Oak Builders,,225,$102,N/A,https://www.builderonline.com/firms/grand-oak-builders_o
2023,2022,next100,182,Marrano Homes/Marc Equity Corp.,,222,$116,179,https://www.builderonline.com/firms/marrano-homes-marc-equity-corp
2023,2022,next100,183,Creative Homes,,217,$135,170,https://www.builderonline.com/firms/creative-homes_1
2023,2022,next100,184,Bonadelle Neighborhoods,,212,$94,160,https://www.builderonline.com/firms/bonadelle-neighborhoods
2023,2022,next100,184,MTT Homes,,212,$90,N/A,https://www.builderonline.com/firms/mtt-homes_o
2023,2022,next100,186,Landmark Homes,,208,$112,N/A,https://www.builderonline.com/firms/landmark-homes_1
2023,2022,next100,187,Ward Communities,,205,$95,197,https://www.builderonline.com/firms/ward-communities_o
2023,2022,next100,187,Robert Thomas Homes,,205,$150,192,https://www.builderonline.com/firms/robert-thomas-homes_o
2023,2022,next100,189,StyleCraft Homes,,202,$83,172,https://www.builderonline.com/firms/stylecraft-homes
